Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1992,Albertville,Biathlon,"BELOVA, Yelena",EUN,Women,4X7.5KM Relay,Bronze,,
1992,Albertville,Biathlon,"MELNIKOVA, Elena",EUN,Women,4X7.5KM Relay,Bronze,,
1992,Albertville,Biathlon,"REZTSOVA, Anfisa",EUN,Women,4X7.5KM Relay,Bronze,,
1992,Albertville,Biathlon,"BELOVA, Yelena",EUN,Women,7.5KM,Bronze,,
1992,Albertville,Skating,"USOVA, Maya",EUN,Women,Ice Dancing,Bronze,,
1992,Albertville,Skating,"ZHULIN, Aleksandr",EUN,Men,Ice Dancing,Bronze,,
1992,Albertville,Skating,"ALAGULOVA, Yulia",EUN,Women,3000M Relay,Bronze,,
1992,Albertville,Skating,"ISSAKOVA, Natalia",EUN,Women,3000M Relay,Bronze,,
1992,Albertville,Skating,"TROITSKAYA, Viktoria",EUN,Women,3000M Relay,Bronze,,
1992,Albertville,Skating,"VLASOVA, Yulia",EUN,Women,3000M Relay,Bronze,,
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,15KM Mass Start,Bronze,,
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,30KM,Bronze,,
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,5KM,Bronze,,
1992,Albertville,Skiing,"VAELBE, Elena",EUN,Women,Combined 5KM + 10KM Pursuit,Bronze,,
1992,Albertville,Biathlon,"ELORANTA, Harri",FIN,Men,10KM,Bronze,,
1992,Albertville,Skiing,"ISOMETSA, Jari",FIN,Men,4X10KM Relay,Bronze,,
1992,Albertville,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,,
1992,Albertville,Skiing,"KUUSISTO, Mika",FIN,Men,4X10KM Relay,Bronze,,
1992,Albertville,Skiing,"ReSeNEN, Jari",FIN,Men,4X10KM Relay,Bronze,,
1992,Albertville,Skiing,"NIEMINEN, Toni",FIN,Men,K90 Individual (70M),Bronze,,
1992,Albertville,Skiing,"MASNADA, Florence",FRA,Women,Alpine Combined,Bronze,,
1992,Albertville,Bobsleigh,"EGER, Ge_nther",GER,Men,Two-Man,Bronze,,
1992,Albertville,Bobsleigh,"LANGEN, Christoph",GER,Men,Two-Man,Bronze,,
1992,Albertville,Luge,"ERDMANN, Susi-Lisa",GER,Women,Singles,Bronze,,
1992,Albertville,Skating,"GARBRECHT-ENFELDT, Monique",GER,Women,1000M,Bronze,,
1992,Albertville,Skating,"PECHSTEIN, Claudia",GER,Women,5000M,Bronze,,
1992,Albertville,Skating,"LUDING, Christa",GER,Women,500M,Bronze,,
1992,Albertville,Skiing,"SEIZINGER, Katja",GER,Women,Super-G,Bronze,,
1992,Albertville,Luge,"HUBER, Norbert",ITA,Men,Doubles,Bronze,,
1992,Albertville,Luge,"RAFFL, Hansje_rg",ITA,Men,Doubles,Bronze,,
1992,Albertville,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze,,
1992,Albertville,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze,,
1992,Albertville,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze,,
1992,Albertville,Skiing,"VANZETTA, Bice",ITA,Women,4X5KM Relay,Bronze,,
1992,Albertville,Skiing,"VANZETTA, Giorgio",ITA,Men,50KM,Bronze,,
1992,Albertville,Skiing,"VANZETTA, Giorgio",ITA,Men,Combined 10KM + 15KM Pursuit,Bronze,,
1992,Albertville,Skating,"AKASAKA, Yuichi",JPN,Men,5000M Relay,Bronze,,
1992,Albertville,Skating,"ISHIHARA, Tatsuyoshi",JPN,Men,5000M Relay,Bronze,,
1992,Albertville,Skating,"KAWAI, Toshinobu",JPN,Men,5000M Relay,Bronze,,
1992,Albertville,Skating,"KAWASAKI, Tsutomu",JPN,Men,5000M Relay,Bronze,,
1992,Albertville,Skating,"MIYABE, Yukinori",JPN,Men,1000M,Bronze,,
1992,Albertville,Skating,"HASHIMOTO, Seiko",JPN,Women,1500M,Bronze,,
1992,Albertville,Skating,"INOUE, Junichi",JPN,Men,500M,Bronze,,
1992,Albertville,Skating,"LEE, Jun-Ho",KOR,Men,1000M,Bronze,,
1992,Albertville,Skating,"VISSER, Leo",NED,Men,1500M,Bronze,,
1992,Albertville,Skating,"VISSER, Leo",NED,Men,5000M,Bronze,,
1992,Albertville,Skating,"KARLSTAD, Geir",NOR,Men,10000M,Bronze,,
1992,Albertville,Skiing,"AAMODT, Kjetil Andre",NOR,Men,Giant Slalom,Bronze,,
1992,Albertville,Skiing,"THORSEN, Jan Einar",NOR,Men,Super-G,Bronze,,
1992,Albertville,Skiing,"LANGLI, Terje",NOR,Men,30KM Mass Start,Bronze,,
1992,Albertville,Skiing,"HATTESTAD, Stine Lise",NOR,Women,Moguls,Bronze,,
1992,Albertville,Skating,"HWANG, Ok Sil",PRK,Women,500M,Bronze,,
1992,Albertville,Bobsleigh,"ACKLIN, Donat",SUI,Men,Four-Man,Bronze,,
1992,Albertville,Bobsleigh,"MORELL, Curdin",SUI,Men,Four-Man,Bronze,,
1992,Albertville,Bobsleigh,"SCHINDELHOLZ, Lorenz",SUI,Men,Four-Man,Bronze,,
1992,Albertville,Bobsleigh,"WEDER, Gustav",SUI,Men,Four-Man,Bronze,,
1992,Albertville,Skiing,"LOCHER, Steve",SUI,Men,Alpine Combined,Bronze,,
1992,Albertville,Biathlon,"Le_FGREN, Mikael",SWE,Men,20KM,Bronze,,
1992,Albertville,Biathlon,"ANDERSSON, Leif",SWE,Men,4X7.5KM Relay,Bronze,,
1992,Albertville,Biathlon,"JOHANSSON, Ulf",SWE,Men,4X7.5KM Relay,Bronze,,
1992,Albertville,Biathlon,"Le_FGREN, Mikael",SWE,Men,4X7.5KM Relay,Bronze,,
1992,Albertville,Biathlon,"WIKSTEN, Tord",SWE,Men,4X7.5KM Relay,Bronze,,
1992,Albertville,Skiing,"MAJBeCK, Christer",SWE,Men,10KM Pursuit,Bronze,,
1992,Albertville,Ice Hockey,"AUGUSTA, Patrick",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"BRIZA, Petr",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"DRAGAN, Jaromir",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"GUDAS, Leo",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"HORAVA, Miloslav",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"HRBEK, Petr",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"JANECKY, Otakar",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"JELINEK, Thomas",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"KADLEC, Drahomir",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"KASTAK, Kamil",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"LANG, Robert",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"LIBA, Igor",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"LUBINA, Ladislav",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"PROCHAZKA, Frantisek",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"ROSOL, Petr",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"SCERBAN, Bedrich",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"SLEGR, Jiri",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"SMEHLIK, Richard",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"SVEHLA, Robert",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"SVOBODA, Oldrich",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"TOUPAL, Radek",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"VESELOVSKY, Peter",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Ice Hockey,"ZEMLICKA, Richard",TCH,Men,Ice Hockey,Bronze,,
1992,Albertville,Skating,"BARNA, Petr",TCH,Men,Individual,Bronze,,
1992,Albertville,Skiing,"GODER, Tomas",TCH,Men,K120 Team (90M),Bronze,,
1992,Albertville,Skiing,"JEZ, Frantisek",TCH,Men,K120 Team (90M),Bronze,,
1992,Albertville,Skiing,"PARMA, Jiri",TCH,Men,K120 Team (90M),Bronze,,
1992,Albertville,Skiing,"SAKALA, Jaroslav",TCH,Men,K120 Team (90M),Bronze,,
1992,Albertville,Skating,"KERRIGAN, Nancy",USA,Women,Individual,Bronze,,
1992,Albertville,Skiing,"CARMICHAEL, Nelson",USA,Men,Moguls,Bronze,,
1994,Lillehammer,Skating,"BRADBURY, Steven",AUS,Men,5000M Relay,Bronze,,
1994,Lillehammer,Skating,"HANSEN, Kieran",AUS,Men,5000M Relay,Bronze,,
1994,Lillehammer,Skating,"MURTHA, Andrew",AUS,Men,5000M Relay,Bronze,,
1994,Lillehammer,Skating,"NIZIELSKI, Richard",AUS,Men,5000M Relay,Bronze,,
1994,Lillehammer,Luge,"TAGWERKER, Andrea",AUT,Women,Singles,Bronze,,
1994,Lillehammer,Skiing,"MAYER, Christian",AUT,Men,Giant Slalom,Bronze,,
1994,Lillehammer,Skiing,"HORNGACHER, Stefan",AUT,Men,K120 Team (90M),Bronze,,
1994,Lillehammer,Skiing,"KUTTIN, Heinz",AUT,Men,K120 Team (90M),Bronze,,
1994,Lillehammer,Skiing,"MOSER, Christian",AUT,Men,K120 Team (90M),Bronze,,
1994,Lillehammer,Skating,"BRASSEUR, Isabelle",CAN,Women,Pairs,Bronze,,
1994,Lillehammer,Skating,"EISLER, Lloyd",CAN,Men,Pairs,Bronze,,
1994,Lillehammer,Skating,"GAGNON, Marc",CAN,Men,1000M,Bronze,,
1994,Lillehammer,Skiing,"PODIVINSKY, Ed",CAN,Men,Downhill,Bronze,,
1994,Lillehammer,Skiing,"LANGLOIS, Lloyd",CAN,Men,Aerials,Bronze,,
1994,Lillehammer,Skating,"CHEN, Lu",CHN,Women,Individual,Bronze,,
1994,Lillehammer,Skating,"YE, Qiaobo",CHN,Women,1000M,Bronze,,
1994,Lillehammer,Ice Hockey,"ALATALO, Mika",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"HeMeLeINEN, Vesa Erik",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"HELMINEN, Raimo",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"JUTILA, Timo",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"KAPANEN, Sami",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"KESKINEN, Esa",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"KIPRUSOFF, Marko",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"KOIVU, Saku",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"KUIVALAINEN, Pasi",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"LAUKKANEN, Janne",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"LEHTERAE, Tero",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"LEHTINEN, Jere",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"MeKELe, Mikko",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"MYLLYS, Jarmo",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"NIEMINEN, Mika",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"OJANEN, Janne",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"PALO, Marko",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"PELTONEN, Ville",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"SORMUNEN, Pasi",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"STROEMBERG, Mika",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"TAMMI, Jukka",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"VARIS, Petri",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Ice Hockey,"VIRTA, Hannu",FIN,Men,Ice Hockey,Bronze,,
1994,Lillehammer,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,30KM,Bronze,,
1994,Lillehammer,Skiing,"MYLLYLAE, Mika",FIN,Men,30KM Mass Start,Bronze,,
1994,Lillehammer,Skiing,"ISOMETSA, Jari",FIN,Men,4X10KM Relay,Bronze,,
1994,Lillehammer,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,,
1994,Lillehammer,Skiing,"MYLLYLAE, Mika",FIN,Men,4X10KM Relay,Bronze,,
1994,Lillehammer,Skiing,"RAESAENEN, Jari",FIN,Men,4X10KM Relay,Bronze,,
1994,Lillehammer,Skiing,"KIRVESNIEMI, Marja-Liisa",FIN,Women,5KM,Bronze,,
1994,Lillehammer,Biathlon,"BAILLY-SALINS, Patrice",FRA,Men,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"DUSSERRE, Thierry",FRA,Men,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"FLANDIN, Herve",FRA,Men,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"LAURENT, Lionel",FRA,Men,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"BRIAND BOUTHIAUX, Anne",FRA,Women,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"BURLET, Delphyne",FRA,Women,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"CLAUDEL, Veronique",FRA,Women,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Biathlon,"NIOGRET, Corinne",FRA,Women,4X7.5KM Relay,Bronze,,
1994,Lillehammer,Skating,"CANDELORO, Philippe",FRA,Men,Individual,Bronze,,
1994,Lillehammer,Skiing,"GROSPIRON, Edgar",FRA,Men,Moguls,Bronze,,
1994,Lillehammer,Skating,"DEAN, Christopher",GBR,Men,Ice Dancing,Bronze,,
1994,Lillehammer,Skating,"TORVILL, Jayne",GBR,Women,Ice Dancing,Bronze,,
1994,Lillehammer,Skating,"GOOCH, Nicky",GBR,Men,500M,Bronze,,
1994,Lillehammer,Biathlon,"DISL, Uschi",GER,Women,15KM,Bronze,,
1994,Lillehammer,Biathlon,"FISCHER, Sven",GER,Men,20KM,Bronze,,
1994,Lillehammer,Bobsleigh,"EMBACH, Carsten",GER,Men,Four-Man,Bronze,,
1994,Lillehammer,Bobsleigh,"HANNEMANN, Rene",GER,Men,Four-Man,Bronze,,
1994,Lillehammer,Bobsleigh,"HIELSCHER, Ulf",GER,Men,Four-Man,Bronze,,
1994,Lillehammer,Bobsleigh,"HOPPE, Wolfgang",GER,Men,Four-Man,Bronze,,
1994,Lillehammer,Luge,"BEHRENDT, Jan",GER,Men,Doubles,Bronze,,
1994,Lillehammer,Luge,"KRAUSSE, Stefan",GER,Men,Doubles,Bronze,,
1994,Lillehammer,Skating,"NIEMANN-STIRNEMANN, Gunda",GER,Women,1500M,Bronze,,
1994,Lillehammer,Skating,"PECHSTEIN, Claudia",GER,Women,3000M,Bronze,,
1994,Lillehammer,Skating,"SCHENK, Franziska",GER,Women,500M,Bronze,,
1994,Lillehammer,Skiing,"THOMA, Dieter",GER,Men,K90 Individual (70M),Bronze,,
1994,Lillehammer,Bobsleigh,"HUBER, Guenther",ITA,Men,Two-Man,Bronze,,
1994,Lillehammer,Bobsleigh,"TICCI, Stefano",ITA,Men,Two-Man,Bronze,,
1994,Lillehammer,Luge,"ZOEGGELER, Armin",ITA,Men,Singles,Bronze,,
1994,Lillehammer,Skiing,"KOSTNER, Isolde",ITA,Women,Downhill,Bronze,,
1994,Lillehammer,Skiing,"KOSTNER, Isolde",ITA,Women,Super-G,Bronze,,
1994,Lillehammer,Skiing,"ALBARELLO, Marco",ITA,Men,10KM Pursuit,Bronze,,
1994,Lillehammer,Skiing,"BELMONDO, Stefania",ITA,Women,4X5KM Relay,Bronze,,
1994,Lillehammer,Skiing,"DI CENTA, Manuela",ITA,Women,4X5KM Relay,Bronze,,
1994,Lillehammer,Skiing,"PARUZZI, Gabriella",ITA,Women,4X5KM Relay,Bronze,,
1994,Lillehammer,Skiing,"VANZETTA, Bice",ITA,Women,4X5KM Relay,Bronze,,
1994,Lillehammer,Skiing,"FAUNER, Silvio",ITA,Men,Combined 10KM + 15KM Pursuit,Bronze,,
1994,Lillehammer,Skiing,"BELMONDO, Stefania",ITA,Women,Combined 5KM + 10KM Pursuit,Bronze,,
1994,Lillehammer,Skating,"YAMAMOTO, Hiromi",JPN,Women,5000M,Bronze,,
1994,Lillehammer,Skating,"HORII, Manabu",JPN,Men,500M,Bronze,,
1994,Lillehammer,Skating,"KIM, So-Hee",KOR,Women,1000M,Bronze,,
1994,Lillehammer,Skating,"VELDKAMP, Bart",NED,Men,10000M,Bronze,,
1994,Lillehammer,Skating,"ZANDSTRA, Falko",NED,Men,1500M,Bronze,,
1994,Lillehammer,Skating,"RITSMA, Rintje",NED,Men,5000M,Bronze,,
1994,Lillehammer,Skiing,"STRAND NILSEN, Harald Chr.",NOR,Men,Alpine Combined,Bronze,,
1994,Lillehammer,Skiing,"AAMODT, Kjetil Andre",NOR,Men,Super-G,Bronze,,
1994,Lillehammer,Skiing,"SIVERTSEN, Sture",NOR,Men,50KM,Bronze,,
1994,Lillehammer,Skiing,"LID, Hilde Synnove",NOR,Women,Aerials,Bronze,,
1994,Lillehammer,Skiing,"VIK, Bjarte Engen",NOR,Men,Individual,Bronze,,
1994,Lillehammer,Biathlon,"TARASOV, Sergei",RUS,Men,10KM,Bronze,,
1994,Lillehammer,Skating,"KLEVCHENYA, Sergey",RUS,Men,1000M,Bronze,,
1994,Lillehammer,Skiing,"GAVRILJUK, Nina",RUS,Women,15KM Mass Start,Bronze,,
1994,Lillehammer,Skiing,"KOZHEVNIKOVA, Yelizaveta",RUS,Women,Moguls,Bronze,,
1994,Lillehammer,Skiing,"DOVZAN, Alenka",SLO,Women,Alpine Combined,Bronze,,
1994,Lillehammer,Skiing,"KOSIR, Jure",SLO,Men,Slalom,Bronze,,
1994,Lillehammer,Skiing,"KOREN, Katja",SLO,Women,Slalom,Bronze,,
1994,Lillehammer,Skiing,"SCHNEIDER, Vreni",SUI,Women,Giant Slalom,Bronze,,
1994,Lillehammer,Skiing,"CUENDET, Jean-Yves",SUI,Men,Team,Bronze,,
1994,Lillehammer,Skiing,"KEMPF, Hippolyt",SUI,Men,Team,Bronze,,
1994,Lillehammer,Skiing,"SCHAAD, Andreas",SUI,Men,Team,Bronze,,
1994,Lillehammer,Biathlon,"TSERBE-NESSINA, Valentyna",UKR,Women,7.5KM,Bronze,,
1994,Lillehammer,Skating,"CASHMAN, Karen",USA,Women,3000M Relay,Bronze,,
1994,Lillehammer,Skating,"PETERSON, Amy",USA,Women,3000M Relay,Bronze,,
1994,Lillehammer,Skating,"SUNDSTROM, Shana",USA,Women,3000M Relay,Bronze,,
1994,Lillehammer,Skating,"TURNER, Cathy",USA,Women,3000M Relay,Bronze,,
1994,Lillehammer,Skating,"ZIEGELMEYER, Nikki",USA,Women,3000M Relay,Bronze,,
1994,Lillehammer,Skating,"PETERSON, Amy",USA,Women,500M,Bronze,,
1998,Nagano,Skiing,"STEGGALL, Zali",AUS,Women,Slalom,Bronze,,
1998,Nagano,Luge,"NEUNER, Angelika",AUT,Women,Singles,Bronze,,
1998,Nagano,Skiing,"MAYER, Christian",AUT,Men,Alpine Combined,Bronze,,
1998,Nagano,Skiing,"TRINKL, Hannes",AUT,Men,Downhill,Bronze,,
1998,Nagano,Skiing,"SYKORA, Thomas",AUT,Men,Slalom,Bronze,,
1998,Nagano,Skiing,"MEISSNITZER, Alexandra",AUT,Women,Super-G,Bronze,,
1998,Nagano,Skiing,"HOFFMANN, Christian",AUT,Men,50KM,Bronze,,
1998,Nagano,Skiing,"HOELLWARTH, Martin",AUT,Men,K120 Team (90M),Bronze,,
1998,Nagano,Skiing,"HORNGACHER, Stefan",AUT,Men,K120 Team (90M),Bronze,,
1998,Nagano,Skiing,"SCHWARZENBERGER, Reinhard",AUT,Men,K120 Team (90M),Bronze,,
1998,Nagano,Skiing,"WIDHOELZL, Andreas",AUT,Men,K120 Team (90M),Bronze,,
1998,Nagano,Skiing,"WIDHOELZL, Andreas",AUT,Men,K90 Individual (70M),Bronze,,
1998,Nagano,Skiing,"KOECK, Brigitte",AUT,Women,Giant-Slalom,Bronze,,
1998,Nagano,Skating,"VELDKAMP, Bart",BEL,Men,5000M,Bronze,,
1998,Nagano,Biathlon,"AIDAROV, Aleksei",BLR,Men,20KM,Bronze,,
1998,Nagano,Skiing,"DASHCHINSKY, Dmitri",BLR,Men,Aerials,Bronze,,
1998,Nagano,Skating,"BEDARD, Eric",CAN,Men,1000M,Bronze,,
1998,Nagano,Skating,"BOUDRIAS, Christine",CAN,Women,3000M Relay,Bronze,,
1998,Nagano,Skating,"CHAREST, Isabelle",CAN,Women,3000M Relay,Bronze,,
1998,Nagano,Skating,"PERREAULT, Annie",CAN,Women,3000M Relay,Bronze,,
1998,Nagano,Skating,"VICENT, Tania",CAN,Women,3000M Relay,Bronze,,
1998,Nagano,Skating,"LEMAY DOAN, Catriona",CAN,Women,1000M,Bronze,,
1998,Nagano,Skating,"OVERLAND, Kevin",CAN,Men,500M,Bronze,,
1998,Nagano,Skating,"CHEN, Lu",CHN,Women,Individual,Bronze,,
1998,Nagano,Skating,"AN, Yulong",CHN,Men,5000M Relay,Bronze,,
1998,Nagano,Skating,"FENG, Kai",CHN,Men,5000M Relay,Bronze,,
1998,Nagano,Skating,"LI, JiaJun",CHN,Men,5000M Relay,Bronze,,
1998,Nagano,Skating,"YUAN, Ye",CHN,Men,5000M Relay,Bronze,,
1998,Nagano,Skiing,"NEUMANNOVA, Katerina",CZE,Women,Combined 5KM + 10KM Pursuit,Bronze,,
1998,Nagano,Biathlon,"RAIKKONEN, Ville",FIN,Men,10KM,Bronze,,
1998,Nagano,Ice Hockey,"BERG, Aki-Petteri",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"GROENMAN, Tomas",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"HELMINEN, Raimo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KAPANEN, Sami",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KOIVU, Saku",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KURRI, Jari",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LAUKKANEN, Janne",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LEHTINEN, Jere",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LIND, Juha",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LUMME, Jyrki",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"MYLLYS, Jarmo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NIEMINEN, Mika",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NIINIMAA, Janne",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NUMMINEN, Teppo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"PELTONEN, Ville",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"RINTANEN, Kimmo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SELANNE, Teemu",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SULANDER, Ari",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TAMMI, Jukka",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TIKKANEN, Esa",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TIMONEN, Kimmo",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"TOERMAENEN, Antti",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"YLONEN, Juha",FIN,Men,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"FISK, Sari",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"HANNINEN, Kirsi",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"HUOTARI, Satu",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"IHALAINEN, Marianne",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"IKONEN, Johanna",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"KROOKS, Sari",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LANKOSAARI, Sanna",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LEHTD, Katja",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"LEHTIMAKI, Marika",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"NIEMINEN, Riikka",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"PALVILA, Marja-Helena",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"PUPUTTI, Tuula",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"RANTAMAKI, Karoliina",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"REIMA, Tiia",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"RIIPI, Katja",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SALO, Paivi",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SELIN, Maria",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"SNECK, Liisa-Maria",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Ice Hockey,"VAARAKALLIO, Petra",FIN,Women,Ice Hockey,Bronze,,
1998,Nagano,Skiing,"MYLLYLAE, Mika",FIN,Men,10KM Pursuit,Bronze,,
1998,Nagano,Skiing,"ISOMETSA, Jari",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"MYLLYLAE, Mika",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"REPO, Sami",FIN,Men,4X10KM Relay,Bronze,,
1998,Nagano,Skiing,"MUSTONEN, Sami",FIN,Men,Moguls,Bronze,,
1998,Nagano,Bobsleigh,"HOSTACHE, Emanuel",FRA,Men,Four-Man,Bronze,,
